JFC0557,0,0,0,0,0,0,0,0,0,5,5,4,3,3,3,4,3,4,2,0,0,0,0,0,0
MAR0955,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,1
FOB0756,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,0,0,0,0,0,0,0,0
QOS0878,0,0,0,0,0,0,0,1,3,2,2,2,1,1,2,2,2,2,0,0,0,0,0,0,0
MDM0625,0,0,0,0,0,0,0,1,8,5,8,7,7,5,8,8,9,1,0,0,0,0,0,0,0
MAS0025,0,0,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
GHL0460,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
FMG0527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,2,1
HCL0651,0,0,0,0,0,0,0,0,0,2,3,2,1,1,3,3,2,2,1,1,2,1,0,0,0
SCP0130,0,0,0,0,0,0,0,0,1,2,2,3,3,2,3,4,1,3,1,0,0,0,0,0,0
RSC0089,0,0,0,0,0,0,0,9,8,8,8,8,4,8,5,5,7,0,0,2,2,2,1,1,0
CCM0136,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,2,1,1,1,0,0,0,0,0,0
VCC0396,0,0,0,0,0,0,0,2,2,3,2,2,1,4,2,3,2,2,3,1,0,0,1,1,0
WDD0366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
VIA0063,0,0,0,0,0,0,0,1,9,8,8,7,4,5,7,5,8,8,2,0,0,0,0,0,0
BIH0745,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1
LIM0674,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,2,1,0,0,0,1,0,0,1,0
ILH0958,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
LQC0479,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
FEB0306,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,2,3,2,1,0,0,0,0,0,0
IJM0776,0,0,0,0,0,0,0,0,1,3,1,3,2,2,2,2,2,0,0,0,0,0,0,0,1
SBH0537,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,0,0,0,0,0,0,0
HAH0760,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,2,0,0,0,0,0,0,0,0
AHD0848,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1,2,2,1,0,0,0,0,0
AJN0607,0,0,0,0,0,0,0,0,3,3,2,2,2,3,4,3,3,1,0,0,0,0,0,0,0
EIS0041,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,1,1,2,2,2,2,2,3,3,0
LJT0817,0,0,0,0,0,0,0,0,2,2,2,2,1,1,3,2,2,2,1,3,3,0,0,0,0
BDI0533,0,0,0,0,0,0,0,0,0,3,3,4,2,2,2,3,3,1,0,0,0,0,0,0,0
MGS0974,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
